2023-06-09 22:46:08,917 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-15 12:41:36,916 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-15 12:41:39,879 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-15 12:41:39,910 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 4452 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-15 12:41:39,911 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-15 12:41:39,939 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-15 12:41:39,940 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-15 12:41:40,532 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-15 12:41:40,628 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 90 ms. Found 9 JPA repository interfaces.
2023-06-15 12:41:41,153 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-15 12:41:41,161 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-15 12:41:41,162 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-15 12:41:41,162 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-15 12:41:41,205 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-15 12:41:41,205 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1265 ms
2023-06-15 12:41:41,327 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-15 12:41:41,367 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-06-15 12:41:41,572 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-15 12:41:41,773 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@6df0cfbe
2023-06-15 12:41:41,775 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-15 12:41:41,821 INFO  [restartedMain] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-06-15 12:41:42,636 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-06-15 12:41:42,644 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:41:43,088 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-06-15 12:41:43,325 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@107b12e8, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7950350, org.springframework.security.web.context.SecurityContextHolderFilter@679037a4, org.springframework.security.web.header.HeaderWriterFilter@10939f7, org.springframework.web.filter.CorsFilter@5f93e7c, org.springframework.security.web.authentication.logout.LogoutFilter@569891e0, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@13b23b8d, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@2d96c84b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@95e97de, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5b973c95, org.springframework.security.web.access.ExceptionTranslationFilter@3ac887af, org.springframework.security.web.access.intercept.AuthorizationFilter@4feb025d]
2023-06-15 12:41:43,774 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-15 12:41:43,786 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-15 12:41:43,799 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-15 12:41:43,805 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 4.141 seconds (process running for 4.677)
2023-06-15 12:41:46,596 INFO  [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-15 12:41:46,596 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-15 12:41:46,597 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-06-15 12:41:46,634 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:41:50,611 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:41:54,208 INFO  [http-nio-8081-exec-6] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:41:59,020 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:42:01,537 INFO  [http-nio-8081-exec-9] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:42:06,255 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:42:36,204 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:42:36,206 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-15 12:42:36,210 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-15 12:42:39,537 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-15 12:42:39,569 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 19748 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-15 12:42:39,570 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-15 12:42:39,600 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-15 12:42:39,600 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-15 12:42:40,091 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-15 12:42:40,157 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 60 ms. Found 9 JPA repository interfaces.
2023-06-15 12:42:40,567 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-15 12:42:40,574 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-15 12:42:40,574 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-15 12:42:40,575 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-15 12:42:40,616 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-15 12:42:40,616 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1016 ms
2023-06-15 12:42:40,734 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-15 12:42:40,768 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-06-15 12:42:40,971 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-15 12:42:41,160 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4030a18
2023-06-15 12:42:41,162 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-15 12:42:41,205 INFO  [restartedMain] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-06-15 12:42:42,023 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-06-15 12:42:42,030 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:42:42,488 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-06-15 12:42:42,715 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6b6ff56c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@337f6c8c, org.springframework.security.web.context.SecurityContextHolderFilter@51423395, org.springframework.security.web.header.HeaderWriterFilter@2aca78ff, org.springframework.web.filter.CorsFilter@1dadd131, org.springframework.security.web.authentication.logout.LogoutFilter@160395fe, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@984ff05, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@1f33aa34, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@498dae74, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@330a6bc6, org.springframework.security.web.access.ExceptionTranslationFilter@33741136, org.springframework.security.web.access.intercept.AuthorizationFilter@2e6ed4d1]
2023-06-15 12:42:43,168 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-15 12:42:43,181 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-15 12:42:43,194 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-15 12:42:43,200 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 3.88 seconds (process running for 4.411)
2023-06-15 12:42:45,717 INFO  [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-15 12:42:45,717 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-15 12:42:45,718 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-06-15 12:42:45,759 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:42:54,312 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:42:56,314 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:43:02,628 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:45:46,302 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:45:46,304 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-15 12:45:46,308 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-15 12:45:49,589 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-15 12:45:49,617 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 12124 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-15 12:45:49,618 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-15 12:45:49,645 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-15 12:45:49,646 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-15 12:45:50,143 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-15 12:45:50,208 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 59 ms. Found 9 JPA repository interfaces.
2023-06-15 12:45:50,632 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-15 12:45:50,639 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-15 12:45:50,639 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-15 12:45:50,640 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-15 12:45:50,681 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-15 12:45:50,682 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1036 ms
2023-06-15 12:45:50,799 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-15 12:45:50,833 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-06-15 12:45:51,034 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-15 12:45:51,225 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4030a18
2023-06-15 12:45:51,227 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-15 12:45:51,272 INFO  [restartedMain] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-06-15 12:45:52,076 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-06-15 12:45:52,083 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:45:52,535 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-06-15 12:45:52,765 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@39294a9c, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@6956eb4d, org.springframework.security.web.context.SecurityContextHolderFilter@5f8ee567, org.springframework.security.web.header.HeaderWriterFilter@6641334f, org.springframework.web.filter.CorsFilter@13e386f5, org.springframework.security.web.authentication.logout.LogoutFilter@43d2a749, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@68f257ad, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@265affe5, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@79c9285a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@ec687da, org.springframework.security.web.access.ExceptionTranslationFilter@2294cb36, org.springframework.security.web.access.intercept.AuthorizationFilter@77a4f16d]
2023-06-15 12:45:53,225 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-15 12:45:53,240 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-15 12:45:53,254 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-15 12:45:53,261 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 3.873 seconds (process running for 4.419)
2023-06-15 12:45:55,875 INFO  [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-15 12:45:55,875 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-15 12:45:55,876 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-06-15 12:45:55,912 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:46:01,544 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:46:03,599 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:46:25,839 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:46:25,841 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-15 12:46:25,845 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-15 12:50:32,084 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-15 12:50:32,120 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 22088 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-15 12:50:32,121 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-15 12:50:32,159 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-15 12:50:32,160 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-15 12:50:32,679 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-15 12:50:32,748 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 63 ms. Found 9 JPA repository interfaces.
2023-06-15 12:50:33,170 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-15 12:50:33,176 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-15 12:50:33,177 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-15 12:50:33,177 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-15 12:50:33,220 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-15 12:50:33,221 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1061 ms
2023-06-15 12:50:33,341 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-15 12:50:33,379 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-06-15 12:50:33,585 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-15 12:50:33,775 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2b36618b
2023-06-15 12:50:33,777 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-15 12:50:33,820 INFO  [restartedMain] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-06-15 12:50:34,615 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-06-15 12:50:34,622 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:50:35,070 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-06-15 12:50:35,303 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@231ac153, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2cc12feb, org.springframework.security.web.context.SecurityContextHolderFilter@32e9f58d, org.springframework.security.web.header.HeaderWriterFilter@265affe5, org.springframework.web.filter.CorsFilter@160395fe, org.springframework.security.web.authentication.logout.LogoutFilter@913e24b, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@ec687da, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7386fa27, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4f4919, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@297db7fb, org.springframework.security.web.access.ExceptionTranslationFilter@5f8ee567, org.springframework.security.web.access.intercept.AuthorizationFilter@13e386f5]
2023-06-15 12:50:35,757 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-15 12:50:35,770 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-15 12:50:35,783 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-15 12:50:35,789 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 3.955 seconds (process running for 4.533)
2023-06-15 12:50:38,320 INFO  [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-15 12:50:38,320 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-15 12:50:38,321 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-06-15 12:50:38,358 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:50:39,856 INFO  [http-nio-8081-exec-1] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:50:40,576 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:50:42,595 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-15 12:51:05,440 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-15 12:51:05,442 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-15 12:51:05,446 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-15 12:51:07,743 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-15 12:51:07,783 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 15712 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-15 12:51:07,784 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-15 12:51:07,818 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-15 12:51:07,818 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-15 12:51:08,372 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-15 12:51:08,437 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 60 ms. Found 9 JPA repository interfaces.
2023-06-15 12:51:08,859 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-15 12:51:08,865 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-15 12:51:08,865 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-15 12:51:08,866 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-15 12:51:08,907 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-15 12:51:08,907 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1089 ms
2023-06-15 12:51:09,024 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-15 12:51:09,058 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
